3,1.5728,0.13303,0.44203,1.8199,1.59,1.4763,0.090244,1.59,1.2076,2.4258,0.030322,0.26849,5.1372,3.2807
3,0.55992,0.1776,0.43368,0.72587,0.55711,0.94469,0.089702,0.55711,0.44024,0.57836,0.0072294,0.26406,5.2644,3.4438
3,1.6313,0.16166,0.44243,1.7401,1.6435,1.2978,0.081703,1.6435,1.4099,2.7903,0.034879,0.27,5,2.7716
3,0.90171,0.15433,0.426,1.0402,0.91038,1.0835,0.086105,0.91038,0.74473,1.0259,0.012824,0.25936,5.2842,3.2801
3,0.23633,0.40262,0.45755,0.82937,0.23405,1.0416,0.081938,0.23405,0.15038,0.021534,0.00026918,0.25333,7.091,4.2258
3,0.76634,0.20129,0.44989,0.96706,0.76761,1.1098,0.080313,0.76761,0.6175,0.79976,0.009997,0.25272,3.7344,2.2039
3,1.3708,0.21622,0.42986,1.5487,1.3744,1.3642,0.087496,1.3744,1.188,1.905,0.023812,0.26033,4.4792,2.5917
3,1.4191,0.10616,0.45694,1.5465,1.4268,1.3641,0.076719,1.4268,1.0972,1.8686,0.023358,0.26732,6.4557,3.3998
3,1.6498,0.15166,0.4184,1.9343,1.6839,1.3726,0.076626,1.6839,1.2396,2.2717,0.028397,0.26868,5.491,3.1632
3,1.7066,0.13733,0.43515,2.007,1.7536,1.3864,0.074806,1.7536,1.5366,2.4617,0.030771,0.26669,6.4213,3.1662
3,2.5075,0.17561,0.45559,2.8596,2.5509,1.811,0.082023,2.5509,1.9374,6.4055,0.080069,0.26935,4.9539,2.9408
3,0.99078,0.14405,0.43376,1.1245,0.99919,1.1376,0.074405,0.99919,0.81827,1.3431,0.016789,0.25688,5.4933,2.9894
3,1.4386,0.16119,0.44308,1.6049,1.4458,1.3188,0.085047,1.4458,1.1864,1.8564,0.023205,0.26607,4.4517,2.7534
3,0.93203,0.11621,0.42384,1.0754,0.93698,1.0904,0.070824,0.93698,0.82825,1.0367,0.012959,0.26313,5.5856,2.9875
3,1.0474,0.12838,0.43501,1.1761,1.0538,1.1571,0.084458,1.0538,0.83996,1.2861,0.016077,0.26208,4.2838,2.728
3,1.183,0.13086,0.43304,1.2951,1.1871,1.2856,0.08446,1.1871,1.0469,2.499,0.031238,0.26973,4.9172,3.0893
3,0.16108,0.15875,0.4425,0.39862,0.15358,1.1757,0.083285,0.15358,0.12333,0.027436,0.00034295,0.23335,4.1407,2.3207
3,0.14079,0.049643,0.38534,0.13476,0.13388,0.48734,0.097619,0.13388,0.12815,0.010023,0.00012529,0.22664,1.4687,0.84685
3,1.0888,0.14359,0.44629,1.1528,1.0854,1.2443,0.081141,1.0854,1.0795,1.9618,0.024522,0.25484,8.7579,7.4108
3,0.26976,0.17915,0.45372,0.56727,0.26599,0.89327,0.073677,0.26599,0.23598,0.13335,0.0016668,0.2606,4.2534,2.4041
3,1.7901,0.16663,0.43928,1.9113,1.7949,2.0392,0.076974,1.7949,1.678,7.7253,0.096567,0.26219,6.8562,4.5116
3,1.499,0.13271,0.43226,1.7018,1.5241,1.3235,0.077717,1.5241,1.2356,3.0698,0.038372,0.26628,7.5381,3.9382
3,1.5358,0.1233,0.4281,1.636,1.5398,1.4381,0.082229,1.5398,1.4069,3.5909,0.044886,0.26665,5.3416,2.9126
3,0.77189,0.36755,0.47114,1.2222,0.76876,1.3818,0.072751,0.76876,0.74874,1.0611,0.013264,0.24289,7.2228,3.7448
3,1.5174,0.25696,0.43736,1.9611,1.5247,1.3741,0.092158,1.5247,1.1641,2.2827,0.028534,0.25811,3.1821,1.8991
3,0.61894,0.23908,0.43362,0.90273,0.63324,1.3342,0.092754,0.63324,0.60388,0.91746,0.011468,0.25763,2.9361,1.6166
3,0.20483,0.34895,0.46763,0.59903,0.19158,1.1347,0.085877,0.19158,0.14387,0.024403,0.00030504,0.26854,2.6662,1.621
3,1.0033,0.2002,0.45246,1.1782,1.0121,1.0825,0.087136,1.0121,0.56376,1.5614,0.019517,0.26012,3.6774,2.1575
3,1.8039,0.15394,0.45642,2.1817,1.8752,1.5499,0.088249,1.8752,1.4346,2.8861,0.036076,0.26683,5.4979,3.1469
3,1.0101,0.18516,0.45438,1.1684,1.0129,1.19,0.088891,1.0129,0.81826,1.0325,0.012906,0.26428,7.5169,4.8758
3,1.0432,0.16138,0.43638,1.1932,1.0471,1.1013,0.090686,1.0471,1.0331,1.3079,0.016349,0.26221,4.6462,2.7125
3,1.9254,0.14147,0.45988,2.0526,1.9282,1.592,0.083018,1.9282,1.5605,4.675,0.058437,0.25951,5.8133,3.7025
3,0.98284,0.13402,0.43467,1.0576,0.99036,1.1082,0.077001,0.99036,0.9442,1.9518,0.024398,0.25875,5.3473,3.0895
3,0.72681,0.14861,0.46196,0.84156,0.72809,1.1656,0.093909,0.72809,0.70746,0.84383,0.010548,0.26495,6.1277,3.3208
3,0.1802,0.17652,0.44559,0.40193,0.18555,0.998,0.082696,0.18555,0.14026,0.021323,0.00026654,0.24615,9,5.3938
3,2.6802,0.14882,0.43704,2.8216,2.6876,1.835,0.08764,2.6876,2.0803,6.1838,0.077297,0.27384,8.2215,4.6435
3,1.9223,0.098701,0.41763,2.0957,1.9379,1.495,0.085189,1.9379,1.5451,3.2637,0.040796,0.27011,5.7306,3.1814
3,1.3377,0.17486,0.45101,1.4372,1.3375,1.2025,0.076604,1.3375,1.1007,2.9538,0.036923,0.26319,3.5629,2.1323
3,1.908,0.20352,0.44013,2.1868,1.9218,1.4721,0.084174,1.9218,1.587,2.5106,0.031382,0.26246,3.5031,2.1239
