3,0.72136,0.075516,0.44326,0.84325,0.72169,1.1958,0.083993,0.72169,0.54227,0.78113,0.0097641,0.26659,3.6447,1.7804
3,3.2804,0.070979,0.43936,3.6728,3.3672,2.9567,0.09174,3.3672,2.9856,12.951,0.16189,0.27364,3.1761,1.804
3,2.5612,0.10595,0.43979,2.7123,2.5899,2.2307,0.088605,2.5899,2.3761,7.6896,0.09612,0.27197,3.8885,2.0505
3,1.68,0.090274,0.43634,1.7774,1.6903,1.7164,0.092871,1.6903,1.3272,3.468,0.04335,0.27409,5.3498,3.4162
3,1.5,0.054859,0.43382,1.6242,1.5094,1.4813,0.091862,1.5094,1.3367,3.1628,0.039535,0.25895,2.7775,1.5851
3,1.4404,0.067012,0.42467,1.5242,1.4553,1.5078,0.086355,1.4553,1.2817,3.9891,0.049864,0.26117,3.1634,1.9712
3,2.2351,0.11548,0.44401,2.5168,2.2864,2.2221,0.08846,2.2864,1.9763,7.9485,0.099356,0.28043,5.1161,3.2195
3,1.2911,0.065987,0.43778,1.4476,1.2968,1.5564,0.098588,1.2968,1.0763,2.7305,0.034132,0.27377,3.4638,1.8685
3,2.0938,0.062394,0.4325,2.2912,2.1093,2.1052,0.098952,2.1093,1.9352,4.4237,0.055296,0.25808,3.5334,1.9168
3,2.8152,0.06112,0.43038,3.1407,2.8903,2.4535,0.094129,2.8903,2.4134,8.2938,0.10367,0.25959,3.2731,1.3622
3,5.3174,0.062466,0.43675,5.9313,5.4542,4.3353,0.094131,5.4542,4.4524,23.74,0.29675,0.27031,NaN,NaN
3,5.0178,0.064002,0.44482,5.5488,5.1198,3.7214,0.099358,5.1198,3.9605,23.189,0.28987,0.27703,4.1022,2.3089
3,1.377,0.063286,0.42649,1.4675,1.3824,1.4163,0.093554,1.3824,0.95761,2.3553,0.029441,0.25979,2.0441,0.97386
3,0.81099,0.059824,0.4381,0.84796,0.80937,1.2728,0.093578,0.80937,0.77649,1.1858,0.014823,0.25867,2.0192,1.0872
3,0.6834,0.064564,0.43852,0.79435,0.68153,1.1161,0.093947,0.68153,0.49663,0.60348,0.0075435,0.263,3.4527,1.613
3,1.8625,0.062651,0.43797,1.9572,1.8678,1.7514,0.089332,1.8678,1.4096,5.6498,0.070623,0.26706,2.6236,1.5067
3,1.9782,0.067268,0.43709,2.2337,2.0039,1.8999,0.10028,2.0039,1.6947,3.2696,0.04087,0.26427,2.5746,1.4147
3,2.0427,0.083322,0.4358,2.1651,2.0497,1.9175,0.098707,2.0497,1.7412,5.3692,0.067116,0.27136,6.3696,4.0982
3,1.1073,0.071218,0.43827,1.3377,1.1409,1.3533,0.10172,1.1409,1.038,1.2089,0.015111,0.27017,4.9591,2.9206
3,3.6548,0.069832,0.43114,4.0243,3.7213,3.0193,0.0958,3.7213,3.1465,12.436,0.15545,0.2743,3.2714,1.6863
3,2.4249,0.063762,0.43381,2.7279,2.4664,2.1587,0.092188,2.4664,1.9406,5.8848,0.07356,0.26547,8.7484,4.1671
3,4.4748,0.064921,0.43256,4.5812,4.4852,3.7104,0.086754,4.4852,3.8155,22.144,0.27679,0.26037,2.732,1.499
3,1.2371,0.061777,0.4293,1.4646,1.2521,1.4201,0.1,1.2521,1.02,1.2805,0.016006,0.25528,3.3946,1.6983
3,2.3844,0.080358,0.44104,2.5914,2.4127,1.982,0.083847,2.4127,1.9751,6.1928,0.07741,0.27039,2.9064,1.6494
3,2.0262,0.067659,0.4353,2.1844,2.0381,2.0402,0.098368,2.0381,1.7922,8.4384,0.10548,0.27266,4.081,2.0203
3,2.2128,0.061111,0.44417,2.3106,2.2202,1.8455,0.089981,2.2202,1.9329,6.7278,0.084098,0.27516,3.7227,1.7035
3,3.955,0.10165,0.44784,4.3848,4.0388,3.2485,0.09097,4.0388,3.5402,16.925,0.21156,0.28148,8.8984,7.4835
3,1.8025,0.067041,0.43822,1.9681,1.8121,1.624,0.094124,1.8121,1.3492,3.1783,0.039729,0.27115,2.5469,1.3864
3,0.68225,0.075721,0.44176,0.75346,0.68174,1.0283,0.093299,0.68174,0.45637,0.56645,0.0070806,0.27883,8.6532,3.3708
3,1.0321,0.07244,0.42637,1.2127,1.0539,1.5124,0.08621,1.0539,0.95792,1.1696,0.01462,0.26687,8.424,24.123
3,1.3719,0.12332,0.43126,1.4621,1.3754,1.3417,0.089061,1.3754,1.0175,2.6121,0.032652,0.28607,5.3923,3.3561
3,1.5936,0.063781,0.43798,1.9045,1.6558,1.5707,0.091673,1.6558,1.3889,2.784,0.0348,0.26732,3.7482,2.2743
3,1.084,0.064715,0.42308,1.2226,1.0934,1.2589,0.093713,1.0934,0.83259,1.4076,0.017594,0.25997,2.5696,1.3423
3,2.366,0.059393,0.4417,2.4702,2.366,1.7683,0.089066,2.366,1.7412,7.5364,0.094204,0.26902,2.7874,1.7607
3,0.84649,0.064743,0.42657,0.9798,0.8598,1.1871,0.093042,0.8598,0.75063,0.81804,0.010225,0.26008,NaN,NaN
3,2.4353,0.074857,0.44474,3.4606,2.6753,2.2896,0.086497,2.6753,1.932,8.4652,0.10582,0.26934,3.1058,1.6884
3,1.7819,0.079798,0.44681,1.8904,1.7874,1.6744,0.092689,1.7874,1.5716,3.9766,0.049707,0.27239,2.7466,1.5291
3,2.029,0.06621,0.4362,2.2489,2.0416,1.8488,0.098676,2.0416,1.6428,4.0446,0.050557,0.2727,2.9498,1.561
3,4.5872,0.093164,0.42029,5.338,4.7229,3.4001,0.092371,4.7229,3.7482,16.221,0.20276,0.25739,2.9462,1.4934
3,7.3388,0.099109,0.41393,8.9225,7.5934,5.9254,0.093662,7.5934,5.9285,29.464,0.3683,0.26335,2.8861,2.0439
