3,0.50305,0.24303,1.0888,0.77452,0.54665,2.3926,0.10679,0.54665,0.37312,0.25134,0.0031418,0.56399,1.6742,0.81678,8.8255,0
3,0.28955,0.2388,1.0634,0.51371,0.33046,2.5614,0.1092,0.33046,0.22681,0.04164,0.0005205,0.56543,1.7674,0.85382,13.861,0
3,0.43364,0.24638,1.0443,0.70365,0.4783,2.4029,0.099841,0.4783,0.33723,0.21683,0.0027104,0.52293,2.1074,1.0542,7.6584,0
3,0.41457,0.24858,1.0511,0.69486,0.4638,2.3955,0.10292,0.4638,0.31704,0.16185,0.0020231,0.52179,1.8981,0.93907,17.819,0
3,0.37108,0.24836,1.0674,0.63017,0.41529,2.4435,0.10303,0.41529,0.27326,0.11854,0.0014818,0.53782,1.8607,0.92309,15.286,0
3,0.43007,0.23879,1.0703,0.66891,0.47161,2.4515,0.10699,0.47161,0.34476,0.19925,0.0024906,0.57003,1.7227,0.84711,9.8484,0
3,0.75457,0.24937,1.0888,1.0666,0.81011,2.2349,0.10945,0.81011,0.58654,0.92013,0.011502,0.55167,1.8302,0.91683,9.8804,0
3,0.49017,0.24853,1.0723,0.77199,0.53747,2.4142,0.10784,0.53747,0.36723,0.25488,0.003186,0.55367,1.8104,0.89817,10.31,0
3,0.44469,0.26532,1.0429,0.77469,0.49509,2.4323,0.10038,0.49509,0.33894,0.4783,0.0059788,0.48137,2.1803,1.067,6.6068,0
3,0.31963,0.25524,1.0464,0.58492,0.36897,2.3661,0.09777,0.36897,0.2646,0.20582,0.0025728,0.50327,2.3263,1.1667,4.345,0
3,0.33434,0.24576,1.0327,0.60364,0.38325,2.4483,0.097176,0.38325,0.25594,0.10946,0.0013683,0.50998,2.1618,1.0401,5.0187,0
3,0.43747,0.24956,1.0795,0.73236,0.49074,2.5341,0.10376,0.49074,0.32861,0.21521,0.0026902,0.52427,1.9679,0.96309,11.288,0
3,0.57563,0.25303,1.0425,0.85795,0.62376,2.3215,0.10221,0.62376,0.43837,0.7145,0.0089312,0.52918,Inf,Inf,5.9018,0
3,0.34557,0.24968,1.0039,0.59948,0.39459,2.3843,0.10424,0.39459,0.23423,0.1785,0.0022312,0.52298,2.5293,1.28,3.3967,0
3,0.39296,0.24416,1.0632,0.64632,0.43639,2.4825,0.1068,0.43639,0.30971,0.43324,0.0054155,0.52907,2.1823,1.0227,4.3023,0
3,0.26595,0.25994,1.0192,0.58583,0.31945,2.8927,0.11802,0.31945,0.21165,0.033859,0.00042324,0.47951,2.6198,1.4931,0.85496,0
3,0.35055,0.2502,1.012,0.62244,0.39486,2.5792,0.10403,0.39486,0.27085,0.21859,0.0027324,0.50273,2.2661,1.1565,2.7134,0
3,0.3648,0.25576,1.0234,0.6104,0.41025,2.2627,0.092208,0.41025,0.27162,0.40862,0.0051077,0.52711,2.5907,1.3558,4.725,0
3,0.8526,0.2583,1.0849,1.167,0.90376,2.1746,0.1041,0.90376,0.60693,1.1844,0.014804,0.5397,2.1712,1.068,12.074,0
3,0.76132,0.2598,1.0625,1.1544,0.83676,2.2555,0.10566,0.83676,0.58301,0.73381,0.0091726,0.51664,2.1776,1.0946,10.538,0
3,0.26619,0.25192,1.0509,0.51716,0.3104,2.484,0.10493,0.3104,0.20606,0.034353,0.00042942,0.51705,2.119,1.0659,6.16,0
3,0.29532,0.2578,1.0413,0.5665,0.34632,2.4204,0.098627,0.34632,0.22948,0.065817,0.00082271,0.49925,2.5275,1.2351,6.0675,0
3,0.27895,0.25766,1.0167,0.54607,0.32941,2.4228,0.095335,0.32941,0.21108,0.061669,0.00077087,0.49448,2.4071,1.2196,3.8194,0
3,0.50737,0.26644,1.0024,0.85861,0.57259,2.3031,0.095276,0.57259,0.38233,0.51959,0.0064949,0.4685,2.6771,1.3518,5.8643,0
3,0.25437,0.26146,0.97061,0.51471,0.29767,2.3587,0.091123,0.29767,0.19041,0.065482,0.00081852,0.48943,3.5342,1.8918,3.579,0
3,0.31593,0.2519,0.94371,0.56656,0.36571,2.2514,0.083202,0.36571,0.16292,0.27276,0.0034095,0.4899,3.3377,1.7638,1.513,0
3,0.52064,0.2524,1.0389,0.77568,0.56744,2.2244,0.1013,0.56744,0.42252,0.51417,0.0064271,0.52493,2.2227,1.1709,4.0216,0
3,0.30039,0.26607,1.0006,0.58044,0.34747,2.3431,0.094079,0.34747,0.24644,0.10168,0.001271,0.48518,2.7584,1.5125,3.1353,0
3,0.40591,0.24822,1.0003,0.66133,0.45226,2.3854,0.10006,0.45226,0.31408,0.26765,0.0033457,0.52319,2.2022,1.0939,5.7252,0
3,0.28646,0.24834,1.0095,0.5753,0.34011,2.6363,0.10124,0.34011,0.23015,0.070578,0.00088222,0.48589,2.3192,1.1,4.2149,0
3,0.33899,0.24801,0.98016,0.59559,0.38096,2.4259,0.099057,0.38096,0.23454,0.15712,0.001964,0.51129,2.4101,1.2303,2.3311,0
3,0.49131,0.25926,1.0286,0.75369,0.53742,2.1145,0.089405,0.53742,0.38263,0.55176,0.006897,0.51115,2.693,1.483,2.016,0
3,1.2998,0.2684,1.0873,1.726,1.3909,1.8806,0.10318,1.3909,0.9878,3.1467,0.039334,0.5257,2.2944,1.1757,9.3557,0
3,0.28766,0.25115,1.0029,0.57316,0.34255,2.6615,0.10072,0.34255,0.20576,0.083273,0.0010409,0.48422,2.5781,1.2661,3.7142,0
3,0.2991,0.25554,1.0161,0.60308,0.3537,2.7098,0.1105,0.3537,0.23942,0.057747,0.00072183,0.50207,2.3467,1.1436,8.3855,0
